Input arguments:
id               resnet50_ppm
arch_encoder     resnet50
arch_decoder     ppm
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 8
segm_downsampling_rate 8
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_ppm-resnet50-ppm-ngpus2-batchSize4-imgMaxSize1000-paddingConst8-segmDownsampleRate8-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 4.49, Data: 0.71, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 42.73, IOU: 0.000395 Loss: 0.977586
Epoch: [7][20/500], Time: 0.62, Data: 0.04, lr_encoder: 0.014473, lr_decoder: 0.014473, Accuracy: 91.50, IOU: 0.004268 Loss: 0.092512
Epoch: [7][40/500], Time: 0.63, Data: 0.05, lr_encoder: 0.014436, lr_decoder: 0.014436, Accuracy: 92.45, IOU: 0.005717 Loss: 0.103458
Epoch: [7][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.014398, lr_decoder: 0.014398, Accuracy: 91.72, IOU: 0.005555 Loss: 0.088566
Epoch: [7][80/500], Time: 0.64, Data: 0.05, lr_encoder: 0.014361, lr_decoder: 0.014361, Accuracy: 91.36, IOU: 0.005271 Loss: 0.090626
Epoch: [7][100/500], Time: 0.63, Data: 0.05, lr_encoder: 0.014324, lr_decoder: 0.014324, Accuracy: 91.81, IOU: 0.005106 Loss: 0.090495
Epoch: [7][120/500], Time: 0.63, Data: 0.05, lr_encoder: 0.014286, lr_decoder: 0.014286, Accuracy: 92.11, IOU: 0.005211 Loss: 0.090698
Epoch: [7][140/500], Time: 0.62, Data: 0.05, lr_encoder: 0.014249, lr_decoder: 0.014249, Accuracy: 92.32, IOU: 0.005711 Loss: 0.093047
Epoch: [7][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.014211, lr_decoder: 0.014211, Accuracy: 92.15, IOU: 0.005577 Loss: 0.092255
Epoch: [7][180/500], Time: 0.63, Data: 0.05, lr_encoder: 0.014174, lr_decoder: 0.014174, Accuracy: 92.19, IOU: 0.005755 Loss: 0.090768
Epoch: [7][200/500], Time: 0.62, Data: 0.05, lr_encoder: 0.014137, lr_decoder: 0.014137, Accuracy: 92.29, IOU: 0.005723 Loss: 0.090082
Epoch: [7][220/500], Time: 0.62, Data: 0.05, lr_encoder: 0.014099, lr_decoder: 0.014099, Accuracy: 92.37, IOU: 0.005707 Loss: 0.092554
Epoch: [7][240/500], Time: 0.62, Data: 0.05, lr_encoder: 0.014062, lr_decoder: 0.014062, Accuracy: 92.45, IOU: 0.005664 Loss: 0.092348
Epoch: [7][260/500], Time: 0.62, Data: 0.05, lr_encoder: 0.014024, lr_decoder: 0.014024, Accuracy: 92.56, IOU: 0.005732 Loss: 0.093413
Epoch: [7][280/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013987, lr_decoder: 0.013987, Accuracy: 92.60, IOU: 0.005652 Loss: 0.095715
Epoch: [7][300/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013949, lr_decoder: 0.013949, Accuracy: 92.59, IOU: 0.005532 Loss: 0.098471
Epoch: [7][320/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013912, lr_decoder: 0.013912, Accuracy: 92.60, IOU: 0.005485 Loss: 0.100243
Epoch: [7][340/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013874, lr_decoder: 0.013874, Accuracy: 92.67, IOU: 0.005506 Loss: 0.099295
Epoch: [7][360/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013837, lr_decoder: 0.013837, Accuracy: 92.67, IOU: 0.005515 Loss: 0.098511
Epoch: [7][380/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013799, lr_decoder: 0.013799, Accuracy: 92.65, IOU: 0.005501 Loss: 0.113044
Epoch: [7][400/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013762, lr_decoder: 0.013762, Accuracy: 92.57, IOU: 0.005393 Loss: 0.114097
Epoch: [7][420/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013724, lr_decoder: 0.013724, Accuracy: 92.53, IOU: 0.005317 Loss: 0.113694
Epoch: [7][440/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013687, lr_decoder: 0.013687, Accuracy: 92.54, IOU: 0.005292 Loss: 0.113661
Epoch: [7][460/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013649, lr_decoder: 0.013649, Accuracy: 92.53, IOU: 0.005346 Loss: 0.112295
Epoch: [7][480/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013612, lr_decoder: 0.013612, Accuracy: 92.55, IOU: 0.005386 Loss: 0.112069
Saving checkpoints...
Epoch: [8][0/500], Time: 0.60, Data: 0.00, lr_encoder: 0.013574, lr_decoder: 0.013574, Accuracy: 94.55, IOU: 0.000000 Loss: 0.143098
Epoch: [8][20/500], Time: 0.65, Data: 0.05, lr_encoder: 0.013537, lr_decoder: 0.013537, Accuracy: 93.72, IOU: 0.006115 Loss: 0.090910
Epoch: [8][40/500], Time: 0.64, Data: 0.05, lr_encoder: 0.013499, lr_decoder: 0.013499, Accuracy: 92.77, IOU: 0.005687 Loss: 0.095547
Epoch: [8][60/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013461, lr_decoder: 0.013461, Accuracy: 92.93, IOU: 0.005665 Loss: 0.093743
Epoch: [8][80/500], Time: 0.61, Data: 0.05, lr_encoder: 0.013424, lr_decoder: 0.013424, Accuracy: 92.78, IOU: 0.006007 Loss: 0.093011
Epoch: [8][100/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013386, lr_decoder: 0.013386, Accuracy: 92.66, IOU: 0.005819 Loss: 0.096988
Epoch: [8][120/500], Time: 0.61, Data: 0.05, lr_encoder: 0.013348, lr_decoder: 0.013348, Accuracy: 92.87, IOU: 0.006018 Loss: 0.093932
Epoch: [8][140/500], Time: 0.62, Data: 0.05, lr_encoder: 0.013311, lr_decoder: 0.013311, Accuracy: 92.94, IOU: 0.005898 Loss: 0.093077
Epoch: [8][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013273, lr_decoder: 0.013273, Accuracy: 93.14, IOU: 0.005772 Loss: 0.092717
Epoch: [8][180/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013235, lr_decoder: 0.013235, Accuracy: 93.18, IOU: 0.005700 Loss: 0.093025
Epoch: [8][200/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013198, lr_decoder: 0.013198, Accuracy: 93.16, IOU: 0.005636 Loss: 0.094636
Epoch: [8][220/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013160, lr_decoder: 0.013160, Accuracy: 93.09, IOU: 0.005773 Loss: 0.092559
Epoch: [8][240/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013122, lr_decoder: 0.013122, Accuracy: 93.00, IOU: 0.005550 Loss: 0.096097
Epoch: [8][260/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013085, lr_decoder: 0.013085, Accuracy: 93.06, IOU: 0.005647 Loss: 0.095706
Epoch: [8][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013047, lr_decoder: 0.013047, Accuracy: 93.05, IOU: 0.005678 Loss: 0.096294
Epoch: [8][300/500], Time: 0.63, Data: 0.05, lr_encoder: 0.013009, lr_decoder: 0.013009, Accuracy: 93.10, IOU: 0.005829 Loss: 0.095428
Epoch: [8][320/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012971, lr_decoder: 0.012971, Accuracy: 93.08, IOU: 0.005870 Loss: 0.094950
Epoch: [8][340/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012934, lr_decoder: 0.012934, Accuracy: 93.12, IOU: 0.005919 Loss: 0.094203
Epoch: [8][360/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012896, lr_decoder: 0.012896, Accuracy: 93.17, IOU: 0.006034 Loss: 0.093548
Epoch: [8][380/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012858, lr_decoder: 0.012858, Accuracy: 93.18, IOU: 0.006035 Loss: 0.094238
Epoch: [8][400/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012820, lr_decoder: 0.012820, Accuracy: 93.19, IOU: 0.006066 Loss: 0.094156
Epoch: [8][420/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012782, lr_decoder: 0.012782, Accuracy: 93.17, IOU: 0.006035 Loss: 0.092915
Epoch: [8][440/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012744, lr_decoder: 0.012744, Accuracy: 93.18, IOU: 0.006056 Loss: 0.092263
Epoch: [8][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.012707, lr_decoder: 0.012707, Accuracy: 93.19, IOU: 0.006094 Loss: 0.090774
Epoch: [8][480/500], Time: 0.64, Data: 0.05, lr_encoder: 0.012669, lr_decoder: 0.012669, Accuracy: 93.18, IOU: 0.006052 Loss: 0.091269
Saving checkpoints...
Epoch: [9][0/500], Time: 0.64, Data: 0.00, lr_encoder: 0.012631, lr_decoder: 0.012631, Accuracy: 90.30, IOU: 0.005419 Loss: 0.149717
Epoch: [9][20/500], Time: 0.68, Data: 0.05, lr_encoder: 0.012593, lr_decoder: 0.012593, Accuracy: 91.54, IOU: 0.004529 Loss: 0.103116
Epoch: [9][40/500], Time: 0.68, Data: 0.05, lr_encoder: 0.012555, lr_decoder: 0.012555, Accuracy: 92.08, IOU: 0.005147 Loss: 0.104135
Epoch: [9][60/500], Time: 0.67, Data: 0.05, lr_encoder: 0.012517, lr_decoder: 0.012517, Accuracy: 92.34, IOU: 0.004975 Loss: 0.101012
Epoch: [9][80/500], Time: 0.66, Data: 0.05, lr_encoder: 0.012479, lr_decoder: 0.012479, Accuracy: 92.73, IOU: 0.005510 Loss: 0.096589
Epoch: [9][100/500], Time: 0.66, Data: 0.05, lr_encoder: 0.012441, lr_decoder: 0.012441, Accuracy: 92.69, IOU: 0.005416 Loss: 0.101073
Epoch: [9][120/500], Time: 0.66, Data: 0.05, lr_encoder: 0.012403, lr_decoder: 0.012403, Accuracy: 92.30, IOU: 0.005337 Loss: 0.100493
Epoch: [9][140/500], Time: 0.66, Data: 0.05, lr_encoder: 0.012365, lr_decoder: 0.012365, Accuracy: 92.24, IOU: 0.005290 Loss: 0.100317
Epoch: [9][160/500], Time: 0.66, Data: 0.05, lr_encoder: 0.012327, lr_decoder: 0.012327, Accuracy: 92.21, IOU: 0.005409 Loss: 0.097068
Epoch: [9][180/500], Time: 0.66, Data: 0.05, lr_encoder: 0.012289, lr_decoder: 0.012289, Accuracy: 92.31, IOU: 0.005349 Loss: 0.096586
Epoch: [9][200/500], Time: 0.65, Data: 0.05, lr_encoder: 0.012251, lr_decoder: 0.012251, Accuracy: 92.49, IOU: 0.005591 Loss: 0.094425
Epoch: [9][220/500], Time: 0.65, Data: 0.05, lr_encoder: 0.012213, lr_decoder: 0.012213, Accuracy: 92.57, IOU: 0.005626 Loss: 0.092438
Epoch: [9][240/500], Time: 0.65, Data: 0.05, lr_encoder: 0.012175, lr_decoder: 0.012175, Accuracy: 92.63, IOU: 0.005869 Loss: 0.090311
Epoch: [9][260/500], Time: 0.65, Data: 0.05, lr_encoder: 0.012137, lr_decoder: 0.012137, Accuracy: 92.68, IOU: 0.005885 Loss: 0.088941
Epoch: [9][280/500], Time: 0.64, Data: 0.05, lr_encoder: 0.012099, lr_decoder: 0.012099, Accuracy: 92.74, IOU: 0.006071 Loss: 0.087375
Epoch: [9][300/500], Time: 0.64, Data: 0.05, lr_encoder: 0.012061, lr_decoder: 0.012061, Accuracy: 92.75, IOU: 0.006032 Loss: 0.085949
Epoch: [9][320/500], Time: 0.64, Data: 0.05, lr_encoder: 0.012023, lr_decoder: 0.012023, Accuracy: 92.79, IOU: 0.006057 Loss: 0.085832
Epoch: [9][340/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011985, lr_decoder: 0.011985, Accuracy: 92.88, IOU: 0.006239 Loss: 0.083916
Epoch: [9][360/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011947, lr_decoder: 0.011947, Accuracy: 92.92, IOU: 0.006270 Loss: 0.083046
Epoch: [9][380/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011909, lr_decoder: 0.011909, Accuracy: 92.97, IOU: 0.006307 Loss: 0.081761
Epoch: [9][400/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011870, lr_decoder: 0.011870, Accuracy: 92.99, IOU: 0.006403 Loss: 0.080938
Epoch: [9][420/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011832, lr_decoder: 0.011832, Accuracy: 93.00, IOU: 0.006407 Loss: 0.080061
Epoch: [9][440/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011794, lr_decoder: 0.011794, Accuracy: 93.05, IOU: 0.006455 Loss: 0.079618
Epoch: [9][460/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011756, lr_decoder: 0.011756, Accuracy: 93.08, IOU: 0.006526 Loss: 0.078949
Epoch: [9][480/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011718, lr_decoder: 0.011718, Accuracy: 93.17, IOU: 0.006578 Loss: 0.079440
Saving checkpoints...
Epoch: [10][0/500], Time: 0.71, Data: 0.00, lr_encoder: 0.011680, lr_decoder: 0.011680, Accuracy: 95.19, IOU: 0.008841 Loss: 0.635631
Epoch: [10][20/500], Time: 0.61, Data: 0.04, lr_encoder: 0.011641, lr_decoder: 0.011641, Accuracy: 93.58, IOU: 0.006124 Loss: 0.090040
Epoch: [10][40/500], Time: 0.62, Data: 0.05, lr_encoder: 0.011603, lr_decoder: 0.011603, Accuracy: 93.77, IOU: 0.006331 Loss: 0.091070
Epoch: [10][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.011565, lr_decoder: 0.011565, Accuracy: 93.47, IOU: 0.006481 Loss: 0.090123
Epoch: [10][80/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011527, lr_decoder: 0.011527, Accuracy: 93.23, IOU: 0.006585 Loss: 0.088680
Epoch: [10][100/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011488, lr_decoder: 0.011488, Accuracy: 93.30, IOU: 0.006636 Loss: 0.083336
Epoch: [10][120/500], Time: 0.63, Data: 0.05, lr_encoder: 0.011450, lr_decoder: 0.011450, Accuracy: 93.40, IOU: 0.006663 Loss: 0.082601
Epoch: [10][140/500], Time: 0.63, Data: 0.05, lr_encoder: 0.011412, lr_decoder: 0.011412, Accuracy: 93.63, IOU: 0.006960 Loss: 0.082166
Epoch: [10][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.011373, lr_decoder: 0.011373, Accuracy: 93.72, IOU: 0.007028 Loss: 0.081149
Epoch: [10][180/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011335, lr_decoder: 0.011335, Accuracy: 93.75, IOU: 0.007146 Loss: 0.082044
Epoch: [10][200/500], Time: 0.63, Data: 0.05, lr_encoder: 0.011297, lr_decoder: 0.011297, Accuracy: 93.36, IOU: 0.006948 Loss: 0.085623
Epoch: [10][220/500], Time: 0.63, Data: 0.05, lr_encoder: 0.011258, lr_decoder: 0.011258, Accuracy: 93.46, IOU: 0.006757 Loss: 0.085921
Epoch: [10][240/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011220, lr_decoder: 0.011220, Accuracy: 93.51, IOU: 0.006728 Loss: 0.086390
Epoch: [10][260/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011182, lr_decoder: 0.011182, Accuracy: 93.44, IOU: 0.006680 Loss: 0.086545
Epoch: [10][280/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011143, lr_decoder: 0.011143, Accuracy: 93.44, IOU: 0.006650 Loss: 0.085289
Epoch: [10][300/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011105, lr_decoder: 0.011105, Accuracy: 93.46, IOU: 0.006690 Loss: 0.084978
Epoch: [10][320/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011066, lr_decoder: 0.011066, Accuracy: 93.50, IOU: 0.006758 Loss: 0.083517
Epoch: [10][340/500], Time: 0.64, Data: 0.05, lr_encoder: 0.011028, lr_decoder: 0.011028, Accuracy: 93.51, IOU: 0.006680 Loss: 0.083135
Epoch: [10][360/500], Time: 0.64, Data: 0.05, lr_encoder: 0.010989, lr_decoder: 0.010989, Accuracy: 93.48, IOU: 0.006670 Loss: 0.083476
Epoch: [10][380/500], Time: 0.64, Data: 0.05, lr_encoder: 0.010951, lr_decoder: 0.010951, Accuracy: 93.52, IOU: 0.006687 Loss: 0.082574
Epoch: [10][400/500], Time: 0.65, Data: 0.05, lr_encoder: 0.010912, lr_decoder: 0.010912, Accuracy: 93.59, IOU: 0.006620 Loss: 0.081584
Epoch: [10][420/500], Time: 0.64, Data: 0.05, lr_encoder: 0.010874, lr_decoder: 0.010874, Accuracy: 93.67, IOU: 0.006642 Loss: 0.080451
Epoch: [10][440/500], Time: 0.64, Data: 0.05, lr_encoder: 0.010835, lr_decoder: 0.010835, Accuracy: 93.69, IOU: 0.006682 Loss: 0.080067
Epoch: [10][460/500], Time: 0.64, Data: 0.05, lr_encoder: 0.010797, lr_decoder: 0.010797, Accuracy: 93.70, IOU: 0.006643 Loss: 0.079277
Epoch: [10][480/500], Time: 0.64, Data: 0.05, lr_encoder: 0.010758, lr_decoder: 0.010758, Accuracy: 93.73, IOU: 0.006700 Loss: 0.079155
Saving checkpoints...
Epoch: [11][0/500], Time: 0.71, Data: 0.00, lr_encoder: 0.010720, lr_decoder: 0.010720, Accuracy: 97.79, IOU: 0.000000 Loss: 0.051280
Epoch: [11][20/500], Time: 0.61, Data: 0.04, lr_encoder: 0.010681, lr_decoder: 0.010681, Accuracy: 95.89, IOU: 0.007599 Loss: 0.073474
Epoch: [11][40/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010642, lr_decoder: 0.010642, Accuracy: 94.69, IOU: 0.007333 Loss: 0.061430
Epoch: [11][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010604, lr_decoder: 0.010604, Accuracy: 94.21, IOU: 0.007166 Loss: 0.070420
Epoch: [11][80/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010565, lr_decoder: 0.010565, Accuracy: 94.07, IOU: 0.007165 Loss: 0.071797
Epoch: [11][100/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010527, lr_decoder: 0.010527, Accuracy: 93.94, IOU: 0.007281 Loss: 0.072743
Epoch: [11][120/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010488, lr_decoder: 0.010488, Accuracy: 93.84, IOU: 0.007134 Loss: 0.070907
Epoch: [11][140/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010449, lr_decoder: 0.010449, Accuracy: 93.88, IOU: 0.007150 Loss: 0.071194
Epoch: [11][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010410, lr_decoder: 0.010410, Accuracy: 93.95, IOU: 0.007070 Loss: 0.072541
Epoch: [11][180/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010372, lr_decoder: 0.010372, Accuracy: 93.95, IOU: 0.007268 Loss: 0.070841
Epoch: [11][200/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010333, lr_decoder: 0.010333, Accuracy: 93.94, IOU: 0.007402 Loss: 0.070468
Epoch: [11][220/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010294, lr_decoder: 0.010294, Accuracy: 93.96, IOU: 0.007382 Loss: 0.069291
Epoch: [11][240/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010256, lr_decoder: 0.010256, Accuracy: 93.97, IOU: 0.007358 Loss: 0.069113
Epoch: [11][260/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010217, lr_decoder: 0.010217, Accuracy: 94.03, IOU: 0.007367 Loss: 0.068266
Epoch: [11][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.010178, lr_decoder: 0.010178, Accuracy: 94.15, IOU: 0.007429 Loss: 0.072023
Epoch: [11][300/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010139, lr_decoder: 0.010139, Accuracy: 94.04, IOU: 0.007290 Loss: 0.074871
Epoch: [11][320/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010100, lr_decoder: 0.010100, Accuracy: 93.90, IOU: 0.007119 Loss: 0.077050
Epoch: [11][340/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010061, lr_decoder: 0.010061, Accuracy: 93.83, IOU: 0.007129 Loss: 0.076200
Epoch: [11][360/500], Time: 0.62, Data: 0.05, lr_encoder: 0.010023, lr_decoder: 0.010023, Accuracy: 93.81, IOU: 0.007082 Loss: 0.076367
Epoch: [11][380/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009984, lr_decoder: 0.009984, Accuracy: 93.75, IOU: 0.006979 Loss: 0.076200
Epoch: [11][400/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009945, lr_decoder: 0.009945, Accuracy: 93.72, IOU: 0.006958 Loss: 0.077085
Epoch: [11][420/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009906, lr_decoder: 0.009906, Accuracy: 93.77, IOU: 0.006920 Loss: 0.079866
Epoch: [11][440/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009867, lr_decoder: 0.009867, Accuracy: 93.66, IOU: 0.006806 Loss: 0.080858
Epoch: [11][460/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009828, lr_decoder: 0.009828, Accuracy: 93.63, IOU: 0.006818 Loss: 0.080726
Epoch: [11][480/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009789, lr_decoder: 0.009789, Accuracy: 93.66, IOU: 0.006942 Loss: 0.081327
Saving checkpoints...
Epoch: [12][0/500], Time: 0.71, Data: 0.00, lr_encoder: 0.009750, lr_decoder: 0.009750, Accuracy: 94.08, IOU: 0.007075 Loss: 0.092499
Epoch: [12][20/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009711, lr_decoder: 0.009711, Accuracy: 93.51, IOU: 0.005810 Loss: 0.069603
Epoch: [12][40/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009672, lr_decoder: 0.009672, Accuracy: 93.42, IOU: 0.006232 Loss: 0.070095
Epoch: [12][60/500], Time: 0.61, Data: 0.05, lr_encoder: 0.009633, lr_decoder: 0.009633, Accuracy: 93.63, IOU: 0.006100 Loss: 0.072112
Epoch: [12][80/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009594, lr_decoder: 0.009594, Accuracy: 93.77, IOU: 0.006314 Loss: 0.077002
Epoch: [12][100/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009555, lr_decoder: 0.009555, Accuracy: 93.60, IOU: 0.006682 Loss: 0.072007
Epoch: [12][120/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009516, lr_decoder: 0.009516, Accuracy: 93.62, IOU: 0.006467 Loss: 0.076143
Epoch: [12][140/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009477, lr_decoder: 0.009477, Accuracy: 93.85, IOU: 0.006587 Loss: 0.073536
Epoch: [12][160/500], Time: 0.61, Data: 0.05, lr_encoder: 0.009438, lr_decoder: 0.009438, Accuracy: 93.97, IOU: 0.006731 Loss: 0.073052
Epoch: [12][180/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009398, lr_decoder: 0.009398, Accuracy: 94.02, IOU: 0.006479 Loss: 0.072410
Epoch: [12][200/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009359, lr_decoder: 0.009359, Accuracy: 94.05, IOU: 0.006566 Loss: 0.072184
Epoch: [12][220/500], Time: 0.62, Data: 0.05, lr_encoder: 0.009320, lr_decoder: 0.009320, Accuracy: 94.11, IOU: 0.006698 Loss: 0.071207
Epoch: [12][240/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009281, lr_decoder: 0.009281, Accuracy: 94.14, IOU: 0.006808 Loss: 0.070626
Epoch: [12][260/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009242, lr_decoder: 0.009242, Accuracy: 94.17, IOU: 0.006796 Loss: 0.070675
Epoch: [12][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009202, lr_decoder: 0.009202, Accuracy: 94.15, IOU: 0.006801 Loss: 0.071050
Epoch: [12][300/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009163, lr_decoder: 0.009163, Accuracy: 94.15, IOU: 0.006793 Loss: 0.071049
Epoch: [12][320/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009124, lr_decoder: 0.009124, Accuracy: 94.16, IOU: 0.006836 Loss: 0.070895
Epoch: [12][340/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009085, lr_decoder: 0.009085, Accuracy: 94.15, IOU: 0.006828 Loss: 0.071631
Epoch: [12][360/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009045, lr_decoder: 0.009045, Accuracy: 94.15, IOU: 0.006837 Loss: 0.071291
Epoch: [12][380/500], Time: 0.63, Data: 0.05, lr_encoder: 0.009006, lr_decoder: 0.009006, Accuracy: 94.19, IOU: 0.006831 Loss: 0.071639
Epoch: [12][400/500], Time: 0.63, Data: 0.05, lr_encoder: 0.008967, lr_decoder: 0.008967, Accuracy: 94.22, IOU: 0.006814 Loss: 0.071711
Epoch: [12][420/500], Time: 0.63, Data: 0.05, lr_encoder: 0.008927, lr_decoder: 0.008927, Accuracy: 94.18, IOU: 0.006853 Loss: 0.070965
Epoch: [12][440/500], Time: 0.63, Data: 0.05, lr_encoder: 0.008888, lr_decoder: 0.008888, Accuracy: 94.18, IOU: 0.006931 Loss: 0.069872
Epoch: [12][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.008849, lr_decoder: 0.008849, Accuracy: 94.13, IOU: 0.007001 Loss: 0.071825
Epoch: [12][480/500], Time: 0.63, Data: 0.05, lr_encoder: 0.008809, lr_decoder: 0.008809, Accuracy: 94.05, IOU: 0.007035 Loss: 0.071653
Saving checkpoints...
Epoch: [13][0/500], Time: 0.68, Data: 0.00, lr_encoder: 0.008770, lr_decoder: 0.008770, Accuracy: 94.87, IOU: 0.002577 Loss: 0.056880
Epoch: [13][20/500], Time: 0.61, Data: 0.05, lr_encoder: 0.008730, lr_decoder: 0.008730, Accuracy: 93.80, IOU: 0.006773 Loss: 0.081566
Epoch: [13][40/500], Time: 0.61, Data: 0.05, lr_encoder: 0.008691, lr_decoder: 0.008691, Accuracy: 93.54, IOU: 0.006160 Loss: 0.082793
Epoch: [13][60/500], Time: 0.62, Data: 0.05, lr_encoder: 0.008651, lr_decoder: 0.008651, Accuracy: 93.88, IOU: 0.006664 Loss: 0.076579
Epoch: [13][80/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008612, lr_decoder: 0.008612, Accuracy: 93.97, IOU: 0.006990 Loss: 0.073057
Epoch: [13][100/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008572, lr_decoder: 0.008572, Accuracy: 94.00, IOU: 0.006747 Loss: 0.078245
Epoch: [13][120/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008533, lr_decoder: 0.008533, Accuracy: 93.92, IOU: 0.006718 Loss: 0.079049
Epoch: [13][140/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008493, lr_decoder: 0.008493, Accuracy: 93.87, IOU: 0.006934 Loss: 0.073713
