Input arguments:
id               resnet50_c1
arch_encoder     resnet50
arch_decoder     c1
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 8
segm_downsampling_rate 8
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_c1-resnet50-c1-ngpus2-batchSize4-imgMaxSize1000-paddingConst8-segmDownsampleRate8-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.23, Data: 0.24, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 64.38, IOU: 0.000000 Loss: 1.430678
Epoch: [7][20/500], Time: 0.49, Data: 0.04, lr_encoder: 0.014473, lr_decoder: 0.014473, Accuracy: 81.55, IOU: 0.001706 Loss: 0.247225
Epoch: [7][40/500], Time: 0.49, Data: 0.04, lr_encoder: 0.014436, lr_decoder: 0.014436, Accuracy: 82.04, IOU: 0.001908 Loss: 0.280742
Epoch: [7][60/500], Time: 0.49, Data: 0.04, lr_encoder: 0.014398, lr_decoder: 0.014398, Accuracy: 82.96, IOU: 0.002651 Loss: 0.245671
Epoch: [7][80/500], Time: 0.50, Data: 0.04, lr_encoder: 0.014361, lr_decoder: 0.014361, Accuracy: 83.20, IOU: 0.002772 Loss: 0.238553
Epoch: [7][100/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014324, lr_decoder: 0.014324, Accuracy: 82.40, IOU: 0.002581 Loss: 0.235847
Epoch: [7][120/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014286, lr_decoder: 0.014286, Accuracy: 83.42, IOU: 0.002616 Loss: 0.226498
Epoch: [7][140/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014249, lr_decoder: 0.014249, Accuracy: 83.43, IOU: 0.002805 Loss: 0.224357
Epoch: [7][160/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014211, lr_decoder: 0.014211, Accuracy: 83.58, IOU: 0.002800 Loss: 0.220541
Epoch: [7][180/500], Time: 0.50, Data: 0.04, lr_encoder: 0.014174, lr_decoder: 0.014174, Accuracy: 83.40, IOU: 0.002762 Loss: 0.217487
Epoch: [7][200/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014137, lr_decoder: 0.014137, Accuracy: 83.40, IOU: 0.002807 Loss: 0.211706
Epoch: [7][220/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014099, lr_decoder: 0.014099, Accuracy: 83.38, IOU: 0.002823 Loss: 0.211155
Epoch: [7][240/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014062, lr_decoder: 0.014062, Accuracy: 83.66, IOU: 0.002849 Loss: 0.209672
Epoch: [7][260/500], Time: 0.51, Data: 0.04, lr_encoder: 0.014024, lr_decoder: 0.014024, Accuracy: 83.32, IOU: 0.002761 Loss: 0.209005
Epoch: [7][280/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013987, lr_decoder: 0.013987, Accuracy: 83.81, IOU: 0.002751 Loss: 0.207193
Epoch: [7][300/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013949, lr_decoder: 0.013949, Accuracy: 84.01, IOU: 0.002857 Loss: 0.204565
Epoch: [7][320/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013912, lr_decoder: 0.013912, Accuracy: 84.01, IOU: 0.002814 Loss: 0.206058
Epoch: [7][340/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013874, lr_decoder: 0.013874, Accuracy: 84.21, IOU: 0.002856 Loss: 0.202312
Epoch: [7][360/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013837, lr_decoder: 0.013837, Accuracy: 84.30, IOU: 0.002834 Loss: 0.202440
Epoch: [7][380/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013799, lr_decoder: 0.013799, Accuracy: 84.40, IOU: 0.002895 Loss: 0.201261
Epoch: [7][400/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013762, lr_decoder: 0.013762, Accuracy: 84.42, IOU: 0.002903 Loss: 0.200691
Epoch: [7][420/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013724, lr_decoder: 0.013724, Accuracy: 84.15, IOU: 0.002881 Loss: 0.200917
Epoch: [7][440/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013687, lr_decoder: 0.013687, Accuracy: 84.03, IOU: 0.002894 Loss: 0.200507
Epoch: [7][460/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013649, lr_decoder: 0.013649, Accuracy: 83.92, IOU: 0.002877 Loss: 0.200087
Epoch: [7][480/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013612, lr_decoder: 0.013612, Accuracy: 84.01, IOU: 0.002921 Loss: 0.198296
Saving checkpoints...
Epoch: [8][0/500], Time: 0.42, Data: 0.00, lr_encoder: 0.013574, lr_decoder: 0.013574, Accuracy: 69.82, IOU: 0.000519 Loss: 0.094487
Epoch: [8][20/500], Time: 0.50, Data: 0.04, lr_encoder: 0.013537, lr_decoder: 0.013537, Accuracy: 86.48, IOU: 0.002632 Loss: 0.220458
Epoch: [8][40/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013499, lr_decoder: 0.013499, Accuracy: 88.11, IOU: 0.003384 Loss: 0.192863
Epoch: [8][60/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013461, lr_decoder: 0.013461, Accuracy: 88.60, IOU: 0.003854 Loss: 0.170484
Epoch: [8][80/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013424, lr_decoder: 0.013424, Accuracy: 88.06, IOU: 0.004587 Loss: 0.179781
Epoch: [8][100/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013386, lr_decoder: 0.013386, Accuracy: 88.21, IOU: 0.004449 Loss: 0.181101
Epoch: [8][120/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013348, lr_decoder: 0.013348, Accuracy: 88.12, IOU: 0.004354 Loss: 0.192939
Epoch: [8][140/500], Time: 0.50, Data: 0.04, lr_encoder: 0.013311, lr_decoder: 0.013311, Accuracy: 87.33, IOU: 0.004079 Loss: 0.199195
Epoch: [8][160/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013273, lr_decoder: 0.013273, Accuracy: 87.41, IOU: 0.003985 Loss: 0.194659
Epoch: [8][180/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013235, lr_decoder: 0.013235, Accuracy: 87.53, IOU: 0.003967 Loss: 0.191938
Epoch: [8][200/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013198, lr_decoder: 0.013198, Accuracy: 87.48, IOU: 0.004093 Loss: 0.187446
Epoch: [8][220/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013160, lr_decoder: 0.013160, Accuracy: 87.62, IOU: 0.004027 Loss: 0.194917
Epoch: [8][240/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013122, lr_decoder: 0.013122, Accuracy: 87.67, IOU: 0.004105 Loss: 0.193277
Epoch: [8][260/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013085, lr_decoder: 0.013085, Accuracy: 87.73, IOU: 0.004060 Loss: 0.188779
Epoch: [8][280/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013047, lr_decoder: 0.013047, Accuracy: 87.90, IOU: 0.004352 Loss: 0.189904
Epoch: [8][300/500], Time: 0.51, Data: 0.04, lr_encoder: 0.013009, lr_decoder: 0.013009, Accuracy: 87.96, IOU: 0.004289 Loss: 0.188638
Epoch: [8][320/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012971, lr_decoder: 0.012971, Accuracy: 87.82, IOU: 0.004201 Loss: 0.188785
Epoch: [8][340/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012934, lr_decoder: 0.012934, Accuracy: 87.74, IOU: 0.004133 Loss: 0.185153
Epoch: [8][360/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012896, lr_decoder: 0.012896, Accuracy: 87.91, IOU: 0.004131 Loss: 0.182130
Epoch: [8][380/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012858, lr_decoder: 0.012858, Accuracy: 88.13, IOU: 0.004281 Loss: 0.178643
Epoch: [8][400/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012820, lr_decoder: 0.012820, Accuracy: 88.18, IOU: 0.004312 Loss: 0.178203
Epoch: [8][420/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012782, lr_decoder: 0.012782, Accuracy: 88.01, IOU: 0.004246 Loss: 0.180124
Epoch: [8][440/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012744, lr_decoder: 0.012744, Accuracy: 87.98, IOU: 0.004277 Loss: 0.184774
Epoch: [8][460/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012707, lr_decoder: 0.012707, Accuracy: 87.79, IOU: 0.004180 Loss: 0.186762
Epoch: [8][480/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012669, lr_decoder: 0.012669, Accuracy: 87.77, IOU: 0.004244 Loss: 0.186251
Saving checkpoints...
Epoch: [9][0/500], Time: 0.61, Data: 0.00, lr_encoder: 0.012631, lr_decoder: 0.012631, Accuracy: 75.28, IOU: 0.001165 Loss: 0.079543
Epoch: [9][20/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012593, lr_decoder: 0.012593, Accuracy: 86.02, IOU: 0.003594 Loss: 0.139363
Epoch: [9][40/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012555, lr_decoder: 0.012555, Accuracy: 87.62, IOU: 0.003348 Loss: 0.153410
Epoch: [9][60/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012517, lr_decoder: 0.012517, Accuracy: 88.78, IOU: 0.004661 Loss: 0.142709
Epoch: [9][80/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012479, lr_decoder: 0.012479, Accuracy: 88.72, IOU: 0.004336 Loss: 0.147677
Epoch: [9][100/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012441, lr_decoder: 0.012441, Accuracy: 87.05, IOU: 0.004039 Loss: 0.179833
Epoch: [9][120/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012403, lr_decoder: 0.012403, Accuracy: 86.18, IOU: 0.003742 Loss: 0.180494
Epoch: [9][140/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012365, lr_decoder: 0.012365, Accuracy: 85.91, IOU: 0.003585 Loss: 0.185751
Epoch: [9][160/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012327, lr_decoder: 0.012327, Accuracy: 85.72, IOU: 0.003626 Loss: 0.183456
Epoch: [9][180/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012289, lr_decoder: 0.012289, Accuracy: 85.46, IOU: 0.003476 Loss: 0.183588
Epoch: [9][200/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012251, lr_decoder: 0.012251, Accuracy: 85.52, IOU: 0.003437 Loss: 0.182856
Epoch: [9][220/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012213, lr_decoder: 0.012213, Accuracy: 85.68, IOU: 0.003441 Loss: 0.177726
Epoch: [9][240/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012175, lr_decoder: 0.012175, Accuracy: 86.00, IOU: 0.003451 Loss: 0.176938
Epoch: [9][260/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012137, lr_decoder: 0.012137, Accuracy: 86.13, IOU: 0.003491 Loss: 0.172691
Epoch: [9][280/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012099, lr_decoder: 0.012099, Accuracy: 86.27, IOU: 0.003506 Loss: 0.173627
Epoch: [9][300/500], Time: 0.51, Data: 0.04, lr_encoder: 0.012061, lr_decoder: 0.012061, Accuracy: 86.56, IOU: 0.003649 Loss: 0.170193
Epoch: [9][320/500], Time: 0.52, Data: 0.04, lr_encoder: 0.012023, lr_decoder: 0.012023, Accuracy: 86.62, IOU: 0.003732 Loss: 0.172598
Epoch: [9][340/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011985, lr_decoder: 0.011985, Accuracy: 86.53, IOU: 0.003667 Loss: 0.172129
Epoch: [9][360/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011947, lr_decoder: 0.011947, Accuracy: 86.59, IOU: 0.003783 Loss: 0.173303
Epoch: [9][380/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011909, lr_decoder: 0.011909, Accuracy: 86.69, IOU: 0.003737 Loss: 0.170992
Epoch: [9][400/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011870, lr_decoder: 0.011870, Accuracy: 86.79, IOU: 0.003941 Loss: 0.170355
Epoch: [9][420/500], Time: 0.51, Data: 0.04, lr_encoder: 0.011832, lr_decoder: 0.011832, Accuracy: 86.97, IOU: 0.003946 Loss: 0.168088
Epoch: [9][440/500], Time: 0.51, Data: 0.04, lr_encoder: 0.011794, lr_decoder: 0.011794, Accuracy: 87.16, IOU: 0.003983 Loss: 0.166947
Epoch: [9][460/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011756, lr_decoder: 0.011756, Accuracy: 87.15, IOU: 0.003936 Loss: 0.170705
Epoch: [9][480/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011718, lr_decoder: 0.011718, Accuracy: 87.17, IOU: 0.003958 Loss: 0.169217
Saving checkpoints...
Epoch: [10][0/500], Time: 0.43, Data: 0.00, lr_encoder: 0.011680, lr_decoder: 0.011680, Accuracy: 89.69, IOU: 0.000000 Loss: 0.224536
Epoch: [10][20/500], Time: 0.54, Data: 0.04, lr_encoder: 0.011641, lr_decoder: 0.011641, Accuracy: 89.22, IOU: 0.004127 Loss: 0.110138
Epoch: [10][40/500], Time: 0.53, Data: 0.04, lr_encoder: 0.011603, lr_decoder: 0.011603, Accuracy: 90.91, IOU: 0.005388 Loss: 0.132078
Epoch: [10][60/500], Time: 0.53, Data: 0.04, lr_encoder: 0.011565, lr_decoder: 0.011565, Accuracy: 91.75, IOU: 0.006655 Loss: 0.128578
Epoch: [10][80/500], Time: 0.53, Data: 0.04, lr_encoder: 0.011527, lr_decoder: 0.011527, Accuracy: 90.94, IOU: 0.005875 Loss: 0.172998
Epoch: [10][100/500], Time: 0.53, Data: 0.04, lr_encoder: 0.011488, lr_decoder: 0.011488, Accuracy: 90.01, IOU: 0.005186 Loss: 0.176443
Epoch: [10][120/500], Time: 0.53, Data: 0.04, lr_encoder: 0.011450, lr_decoder: 0.011450, Accuracy: 89.34, IOU: 0.004769 Loss: 0.175238
Epoch: [10][140/500], Time: 0.53, Data: 0.04, lr_encoder: 0.011412, lr_decoder: 0.011412, Accuracy: 89.65, IOU: 0.004939 Loss: 0.172105
Epoch: [10][160/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011373, lr_decoder: 0.011373, Accuracy: 90.28, IOU: 0.006066 Loss: 0.165328
Epoch: [10][180/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011335, lr_decoder: 0.011335, Accuracy: 90.22, IOU: 0.005866 Loss: 0.165724
Epoch: [10][200/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011297, lr_decoder: 0.011297, Accuracy: 90.30, IOU: 0.006049 Loss: 0.162847
Epoch: [10][220/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011258, lr_decoder: 0.011258, Accuracy: 90.03, IOU: 0.005922 Loss: 0.156700
Epoch: [10][240/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011220, lr_decoder: 0.011220, Accuracy: 90.02, IOU: 0.005912 Loss: 0.163899
Epoch: [10][260/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011182, lr_decoder: 0.011182, Accuracy: 90.06, IOU: 0.005832 Loss: 0.161413
Epoch: [10][280/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011143, lr_decoder: 0.011143, Accuracy: 90.00, IOU: 0.005734 Loss: 0.158762
Epoch: [10][300/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011105, lr_decoder: 0.011105, Accuracy: 90.28, IOU: 0.005932 Loss: 0.153350
Epoch: [10][320/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011066, lr_decoder: 0.011066, Accuracy: 90.35, IOU: 0.005965 Loss: 0.151475
Epoch: [10][340/500], Time: 0.52, Data: 0.04, lr_encoder: 0.011028, lr_decoder: 0.011028, Accuracy: 90.37, IOU: 0.005868 Loss: 0.153973
Epoch: [10][360/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010989, lr_decoder: 0.010989, Accuracy: 90.45, IOU: 0.005892 Loss: 0.152724
Epoch: [10][380/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010951, lr_decoder: 0.010951, Accuracy: 90.37, IOU: 0.005790 Loss: 0.153262
Epoch: [10][400/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010912, lr_decoder: 0.010912, Accuracy: 90.53, IOU: 0.005973 Loss: 0.151515
Epoch: [10][420/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010874, lr_decoder: 0.010874, Accuracy: 90.70, IOU: 0.005992 Loss: 0.149166
Epoch: [10][440/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010835, lr_decoder: 0.010835, Accuracy: 90.75, IOU: 0.006015 Loss: 0.147926
Epoch: [10][460/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010797, lr_decoder: 0.010797, Accuracy: 90.80, IOU: 0.006095 Loss: 0.146510
Epoch: [10][480/500], Time: 0.52, Data: 0.04, lr_encoder: 0.010758, lr_decoder: 0.010758, Accuracy: 90.71, IOU: 0.006173 Loss: 0.146921
Saving checkpoints...
Epoch: [11][0/500], Time: 0.56, Data: 0.00, lr_encoder: 0.010720, lr_decoder: 0.010720, Accuracy: 96.83, IOU: 0.009091 Loss: 0.080135
Epoch: [11][20/500], Time: 0.50, Data: 0.04, lr_encoder: 0.010681, lr_decoder: 0.010681, Accuracy: 93.81, IOU: 0.007022 Loss: 0.119112
Epoch: [11][40/500], Time: 0.51, Data: 0.04, lr_encoder: 0.010642, lr_decoder: 0.010642, Accuracy: 94.23, IOU: 0.007984 Loss: 0.141561
Epoch: [11][60/500], Time: 0.53, Data: 0.04, lr_encoder: 0.010604, lr_decoder: 0.010604, Accuracy: 93.46, IOU: 0.007115 Loss: 0.131886
Epoch: [11][80/500], Time: 0.53, Data: 0.04, lr_encoder: 0.010565, lr_decoder: 0.010565, Accuracy: 92.32, IOU: 0.006717 Loss: 0.121814
Epoch: [11][100/500], Time: 0.56, Data: 0.04, lr_encoder: 0.010527, lr_decoder: 0.010527, Accuracy: 92.77, IOU: 0.007242 Loss: 0.112848
Epoch: [11][120/500], Time: 0.57, Data: 0.05, lr_encoder: 0.010488, lr_decoder: 0.010488, Accuracy: 93.13, IOU: 0.007558 Loss: 0.104567
Epoch: [11][140/500], Time: 0.57, Data: 0.05, lr_encoder: 0.010449, lr_decoder: 0.010449, Accuracy: 93.27, IOU: 0.007736 Loss: 0.122316
Epoch: [11][160/500], Time: 0.56, Data: 0.05, lr_encoder: 0.010410, lr_decoder: 0.010410, Accuracy: 93.11, IOU: 0.007481 Loss: 0.120298
Epoch: [11][180/500], Time: 0.56, Data: 0.05, lr_encoder: 0.010372, lr_decoder: 0.010372, Accuracy: 93.03, IOU: 0.007381 Loss: 0.126674
Epoch: [11][200/500], Time: 0.55, Data: 0.04, lr_encoder: 0.010333, lr_decoder: 0.010333, Accuracy: 92.60, IOU: 0.007043 Loss: 0.126654
Epoch: [11][220/500], Time: 0.55, Data: 0.04, lr_encoder: 0.010294, lr_decoder: 0.010294, Accuracy: 92.54, IOU: 0.007018 Loss: 0.127916
Epoch: [11][240/500], Time: 0.55, Data: 0.04, lr_encoder: 0.010256, lr_decoder: 0.010256, Accuracy: 92.47, IOU: 0.006809 Loss: 0.128839
Epoch: [11][260/500], Time: 0.54, Data: 0.04, lr_encoder: 0.010217, lr_decoder: 0.010217, Accuracy: 92.57, IOU: 0.006974 Loss: 0.133428
Epoch: [11][280/500], Time: 0.54, Data: 0.04, lr_encoder: 0.010178, lr_decoder: 0.010178, Accuracy: 92.39, IOU: 0.006816 Loss: 0.134041
Epoch: [11][300/500], Time: 0.54, Data: 0.04, lr_encoder: 0.010139, lr_decoder: 0.010139, Accuracy: 92.28, IOU: 0.006685 Loss: 0.133424
Epoch: [11][320/500], Time: 0.54, Data: 0.04, lr_encoder: 0.010100, lr_decoder: 0.010100, Accuracy: 92.31, IOU: 0.006624 Loss: 0.131508
Epoch: [11][340/500], Time: 0.54, Data: 0.04, lr_encoder: 0.010061, lr_decoder: 0.010061, Accuracy: 92.30, IOU: 0.006725 Loss: 0.130689
Epoch: [11][360/500], Time: 0.54, Data: 0.04, lr_encoder: 0.010023, lr_decoder: 0.010023, Accuracy: 92.30, IOU: 0.006736 Loss: 0.127755
Epoch: [11][380/500], Time: 0.54, Data: 0.04, lr_encoder: 0.009984, lr_decoder: 0.009984, Accuracy: 92.29, IOU: 0.006744 Loss: 0.134114
Epoch: [11][400/500], Time: 0.54, Data: 0.04, lr_encoder: 0.009945, lr_decoder: 0.009945, Accuracy: 92.22, IOU: 0.006632 Loss: 0.136988
Epoch: [11][420/500], Time: 0.54, Data: 0.04, lr_encoder: 0.009906, lr_decoder: 0.009906, Accuracy: 92.14, IOU: 0.006559 Loss: 0.136368
Epoch: [11][440/500], Time: 0.54, Data: 0.04, lr_encoder: 0.009867, lr_decoder: 0.009867, Accuracy: 92.21, IOU: 0.006533 Loss: 0.135509
Epoch: [11][460/500], Time: 0.54, Data: 0.04, lr_encoder: 0.009828, lr_decoder: 0.009828, Accuracy: 92.30, IOU: 0.006646 Loss: 0.132630
Epoch: [11][480/500], Time: 0.53, Data: 0.04, lr_encoder: 0.009789, lr_decoder: 0.009789, Accuracy: 92.32, IOU: 0.006676 Loss: 0.131966
Saving checkpoints...
Epoch: [12][0/500], Time: 0.57, Data: 0.00, lr_encoder: 0.009750, lr_decoder: 0.009750, Accuracy: 95.07, IOU: 0.000000 Loss: 0.131416
Epoch: [12][20/500], Time: 0.48, Data: 0.04, lr_encoder: 0.009711, lr_decoder: 0.009711, Accuracy: 95.49, IOU: 0.006844 Loss: 0.201127
Epoch: [12][40/500], Time: 0.51, Data: 0.04, lr_encoder: 0.009672, lr_decoder: 0.009672, Accuracy: 93.96, IOU: 0.007510 Loss: 0.180849
Epoch: [12][60/500], Time: 0.53, Data: 0.04, lr_encoder: 0.009633, lr_decoder: 0.009633, Accuracy: 92.56, IOU: 0.006123 Loss: 0.173504
Epoch: [12][80/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009594, lr_decoder: 0.009594, Accuracy: 92.76, IOU: 0.006927 Loss: 0.152777
Epoch: [12][100/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009555, lr_decoder: 0.009555, Accuracy: 92.63, IOU: 0.006566 Loss: 0.137086
Epoch: [12][120/500], Time: 0.53, Data: 0.04, lr_encoder: 0.009516, lr_decoder: 0.009516, Accuracy: 92.77, IOU: 0.006933 Loss: 0.125838
Epoch: [12][140/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009477, lr_decoder: 0.009477, Accuracy: 93.27, IOU: 0.007653 Loss: 0.118992
Epoch: [12][160/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009438, lr_decoder: 0.009438, Accuracy: 93.30, IOU: 0.007974 Loss: 0.114192
Epoch: [12][180/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009398, lr_decoder: 0.009398, Accuracy: 93.60, IOU: 0.007868 Loss: 0.119080
Epoch: [12][200/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009359, lr_decoder: 0.009359, Accuracy: 92.92, IOU: 0.007676 Loss: 0.125403
Epoch: [12][220/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009320, lr_decoder: 0.009320, Accuracy: 92.85, IOU: 0.007407 Loss: 0.122491
Epoch: [12][240/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009281, lr_decoder: 0.009281, Accuracy: 92.84, IOU: 0.007691 Loss: 0.117290
Epoch: [12][260/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009242, lr_decoder: 0.009242, Accuracy: 92.98, IOU: 0.007858 Loss: 0.112266
Epoch: [12][280/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009202, lr_decoder: 0.009202, Accuracy: 93.02, IOU: 0.007899 Loss: 0.117603
Epoch: [12][300/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009163, lr_decoder: 0.009163, Accuracy: 92.85, IOU: 0.007718 Loss: 0.119608
Epoch: [12][320/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009124, lr_decoder: 0.009124, Accuracy: 92.63, IOU: 0.007433 Loss: 0.122951
Epoch: [12][340/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009085, lr_decoder: 0.009085, Accuracy: 92.61, IOU: 0.007293 Loss: 0.123719
Epoch: [12][360/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009045, lr_decoder: 0.009045, Accuracy: 92.63, IOU: 0.007462 Loss: 0.122778
Epoch: [12][380/500], Time: 0.52, Data: 0.04, lr_encoder: 0.009006, lr_decoder: 0.009006, Accuracy: 92.60, IOU: 0.007450 Loss: 0.119625
Epoch: [12][400/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008967, lr_decoder: 0.008967, Accuracy: 92.78, IOU: 0.007466 Loss: 0.116913
Epoch: [12][420/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008927, lr_decoder: 0.008927, Accuracy: 92.84, IOU: 0.007570 Loss: 0.114752
Epoch: [12][440/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008888, lr_decoder: 0.008888, Accuracy: 92.89, IOU: 0.007665 Loss: 0.113664
Epoch: [12][460/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008849, lr_decoder: 0.008849, Accuracy: 92.95, IOU: 0.007672 Loss: 0.112562
Epoch: [12][480/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008809, lr_decoder: 0.008809, Accuracy: 92.95, IOU: 0.007646 Loss: 0.111239
Saving checkpoints...
Epoch: [13][0/500], Time: 0.48, Data: 0.00, lr_encoder: 0.008770, lr_decoder: 0.008770, Accuracy: 96.32, IOU: 0.019757 Loss: 0.060151
Epoch: [13][20/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008730, lr_decoder: 0.008730, Accuracy: 95.73, IOU: 0.007007 Loss: 0.060835
Epoch: [13][40/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008691, lr_decoder: 0.008691, Accuracy: 95.61, IOU: 0.014070 Loss: 0.062845
Epoch: [13][60/500], Time: 0.53, Data: 0.04, lr_encoder: 0.008651, lr_decoder: 0.008651, Accuracy: 95.87, IOU: 0.015191 Loss: 0.057510
Epoch: [13][80/500], Time: 0.52, Data: 0.04, lr_encoder: 0.008612, lr_decoder: 0.008612, Accuracy: 95.58, IOU: 0.014197 Loss: 0.073816
Epoch: [13][100/500], Time: 0.53, Data: 0.04, lr_encoder: 0.008572, lr_decoder: 0.008572, Accuracy: 95.14, IOU: 0.012363 Loss: 0.074836
Epoch: [13][120/500], Time: 0.53, Data: 0.04, lr_encoder: 0.008533, lr_decoder: 0.008533, Accuracy: 95.18, IOU: 0.012266 Loss: 0.074626
Epoch: [13][140/500], Time: 0.53, Data: 0.04, lr_encoder: 0.008493, lr_decoder: 0.008493, Accuracy: 95.20, IOU: 0.013582 Loss: 0.076404
