Input arguments:
id               resnet50_upernet_train
arch_encoder     resnet50
arch_decoder     upernet
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list_40x_upsampling.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 32
segm_downsampling_rate 4
random_flip      True
seed             304
ckpt             /data2/yeom/ky_aneur/results/ckpt/loss_weights/
disp_iter        20
Model ID: resnet50_upernet_train-resnet50-upernet-ngpus2-batchSize4-imgMaxSize1000-paddingConst32-segmDownsampleRate4-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.75, Data: 0.17, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 38.21, IOU: 0.000000 Loss: 1.066053
Epoch: [7][20/500], Time: 1.12, Data: 0.04, lr_encoder: 0.014473, lr_decoder: 0.014473, Accuracy: 98.85, IOU: 0.034526 Loss: 0.026362
Epoch: [7][40/500], Time: 1.10, Data: 0.04, lr_encoder: 0.014436, lr_decoder: 0.014436, Accuracy: 98.90, IOU: 0.036004 Loss: 0.026793
Epoch: [7][60/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014398, lr_decoder: 0.014398, Accuracy: 98.96, IOU: 0.035961 Loss: 0.026124
Epoch: [7][80/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014361, lr_decoder: 0.014361, Accuracy: 98.98, IOU: 0.036512 Loss: 0.026293
Epoch: [7][100/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014324, lr_decoder: 0.014324, Accuracy: 98.94, IOU: 0.037072 Loss: 0.026040
Epoch: [7][120/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014286, lr_decoder: 0.014286, Accuracy: 98.93, IOU: 0.037519 Loss: 0.026368
Epoch: [7][140/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014249, lr_decoder: 0.014249, Accuracy: 98.92, IOU: 0.036892 Loss: 0.026546
Epoch: [7][160/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014211, lr_decoder: 0.014211, Accuracy: 98.89, IOU: 0.036147 Loss: 0.027277
Epoch: [7][180/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014174, lr_decoder: 0.014174, Accuracy: 98.89, IOU: 0.036011 Loss: 0.027105
Epoch: [7][200/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014137, lr_decoder: 0.014137, Accuracy: 98.84, IOU: 0.034930 Loss: 0.028557
Epoch: [7][220/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014099, lr_decoder: 0.014099, Accuracy: 98.84, IOU: 0.034562 Loss: 0.028240
Epoch: [7][240/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014062, lr_decoder: 0.014062, Accuracy: 98.81, IOU: 0.034530 Loss: 0.030168
Epoch: [7][260/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014024, lr_decoder: 0.014024, Accuracy: 98.82, IOU: 0.035046 Loss: 0.030718
Epoch: [7][280/500], Time: 1.07, Data: 0.04, lr_encoder: 0.013987, lr_decoder: 0.013987, Accuracy: 98.78, IOU: 0.034344 Loss: 0.031539
Epoch: [7][300/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013949, lr_decoder: 0.013949, Accuracy: 98.78, IOU: 0.034527 Loss: 0.031205
Epoch: [7][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.013912, lr_decoder: 0.013912, Accuracy: 98.79, IOU: 0.035154 Loss: 0.031657
Epoch: [7][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.013874, lr_decoder: 0.013874, Accuracy: 98.78, IOU: 0.034885 Loss: 0.031882
Epoch: [7][360/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013837, lr_decoder: 0.013837, Accuracy: 98.78, IOU: 0.034346 Loss: 0.031705
Epoch: [7][380/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013799, lr_decoder: 0.013799, Accuracy: 98.77, IOU: 0.034465 Loss: 0.031538
Epoch: [7][400/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013762, lr_decoder: 0.013762, Accuracy: 98.79, IOU: 0.034857 Loss: 0.031064
Epoch: [7][420/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013724, lr_decoder: 0.013724, Accuracy: 98.80, IOU: 0.035420 Loss: 0.030775
Epoch: [7][440/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013687, lr_decoder: 0.013687, Accuracy: 98.81, IOU: 0.035568 Loss: 0.030701
Epoch: [7][460/500], Time: 1.07, Data: 0.04, lr_encoder: 0.013649, lr_decoder: 0.013649, Accuracy: 98.81, IOU: 0.035745 Loss: 0.030563
Epoch: [7][480/500], Time: 1.06, Data: 0.04, lr_encoder: 0.013612, lr_decoder: 0.013612, Accuracy: 98.81, IOU: 0.036016 Loss: 0.030222
Saving checkpoints...
Epoch: [8][0/500], Time: 1.32, Data: 0.00, lr_encoder: 0.013574, lr_decoder: 0.013574, Accuracy: 97.70, IOU: 0.000000 Loss: 0.062361
Epoch: [8][20/500], Time: 1.05, Data: 0.04, lr_encoder: 0.013537, lr_decoder: 0.013537, Accuracy: 98.67, IOU: 0.023287 Loss: 0.031008
Epoch: [8][40/500], Time: 1.04, Data: 0.04, lr_encoder: 0.013499, lr_decoder: 0.013499, Accuracy: 98.86, IOU: 0.037231 Loss: 0.028218
Epoch: [8][60/500], Time: 1.04, Data: 0.04, lr_encoder: 0.013461, lr_decoder: 0.013461, Accuracy: 98.82, IOU: 0.039699 Loss: 0.028108
Epoch: [8][80/500], Time: 1.05, Data: 0.04, lr_encoder: 0.013424, lr_decoder: 0.013424, Accuracy: 98.90, IOU: 0.041557 Loss: 0.026450
Epoch: [8][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.013386, lr_decoder: 0.013386, Accuracy: 98.58, IOU: 0.038392 Loss: 0.038069
Epoch: [8][120/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013348, lr_decoder: 0.013348, Accuracy: 98.20, IOU: 0.033967 Loss: 0.044196
Epoch: [8][140/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013311, lr_decoder: 0.013311, Accuracy: 98.07, IOU: 0.031162 Loss: 0.045953
Epoch: [8][160/500], Time: 1.11, Data: 0.04, lr_encoder: 0.013273, lr_decoder: 0.013273, Accuracy: 97.85, IOU: 0.028720 Loss: 0.054335
Epoch: [8][180/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013235, lr_decoder: 0.013235, Accuracy: 97.70, IOU: 0.026618 Loss: 0.056224
Epoch: [8][200/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013198, lr_decoder: 0.013198, Accuracy: 97.67, IOU: 0.025602 Loss: 0.055124
Epoch: [8][220/500], Time: 1.11, Data: 0.04, lr_encoder: 0.013160, lr_decoder: 0.013160, Accuracy: 97.76, IOU: 0.024798 Loss: 0.052961
Epoch: [8][240/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013122, lr_decoder: 0.013122, Accuracy: 97.76, IOU: 0.024323 Loss: 0.052892
Epoch: [8][260/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013085, lr_decoder: 0.013085, Accuracy: 97.81, IOU: 0.024652 Loss: 0.051993
Epoch: [8][280/500], Time: 1.11, Data: 0.04, lr_encoder: 0.013047, lr_decoder: 0.013047, Accuracy: 97.87, IOU: 0.024397 Loss: 0.050270
Epoch: [8][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.013009, lr_decoder: 0.013009, Accuracy: 97.93, IOU: 0.024727 Loss: 0.048852
Epoch: [8][320/500], Time: 1.11, Data: 0.04, lr_encoder: 0.012971, lr_decoder: 0.012971, Accuracy: 97.99, IOU: 0.025549 Loss: 0.047419
Epoch: [8][340/500], Time: 1.11, Data: 0.04, lr_encoder: 0.012934, lr_decoder: 0.012934, Accuracy: 98.03, IOU: 0.025925 Loss: 0.046424
Epoch: [8][360/500], Time: 1.11, Data: 0.04, lr_encoder: 0.012896, lr_decoder: 0.012896, Accuracy: 98.07, IOU: 0.026035 Loss: 0.045841
Epoch: [8][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012858, lr_decoder: 0.012858, Accuracy: 98.09, IOU: 0.026721 Loss: 0.045509
Epoch: [8][400/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012820, lr_decoder: 0.012820, Accuracy: 98.12, IOU: 0.026570 Loss: 0.044871
Epoch: [8][420/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012782, lr_decoder: 0.012782, Accuracy: 98.15, IOU: 0.026400 Loss: 0.044218
Epoch: [8][440/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012744, lr_decoder: 0.012744, Accuracy: 98.17, IOU: 0.026559 Loss: 0.044298
Epoch: [8][460/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012707, lr_decoder: 0.012707, Accuracy: 98.19, IOU: 0.026930 Loss: 0.043798
Epoch: [8][480/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012669, lr_decoder: 0.012669, Accuracy: 98.20, IOU: 0.027394 Loss: 0.043440
Saving checkpoints...
Epoch: [9][0/500], Time: 1.32, Data: 0.00, lr_encoder: 0.012631, lr_decoder: 0.012631, Accuracy: 97.84, IOU: 0.033636 Loss: 0.039247
Epoch: [9][20/500], Time: 1.16, Data: 0.04, lr_encoder: 0.012593, lr_decoder: 0.012593, Accuracy: 98.50, IOU: 0.027877 Loss: 0.035600
Epoch: [9][40/500], Time: 1.14, Data: 0.04, lr_encoder: 0.012555, lr_decoder: 0.012555, Accuracy: 98.50, IOU: 0.031380 Loss: 0.037206
Epoch: [9][60/500], Time: 1.12, Data: 0.04, lr_encoder: 0.012517, lr_decoder: 0.012517, Accuracy: 98.47, IOU: 0.027642 Loss: 0.044265
Epoch: [9][80/500], Time: 1.14, Data: 0.04, lr_encoder: 0.012479, lr_decoder: 0.012479, Accuracy: 98.15, IOU: 0.025574 Loss: 0.047475
Epoch: [9][100/500], Time: 1.12, Data: 0.04, lr_encoder: 0.012441, lr_decoder: 0.012441, Accuracy: 98.27, IOU: 0.028492 Loss: 0.043959
Epoch: [9][120/500], Time: 1.12, Data: 0.04, lr_encoder: 0.012403, lr_decoder: 0.012403, Accuracy: 98.34, IOU: 0.029418 Loss: 0.042324
Epoch: [9][140/500], Time: 1.10, Data: 0.04, lr_encoder: 0.012365, lr_decoder: 0.012365, Accuracy: 98.40, IOU: 0.028962 Loss: 0.040015
Epoch: [9][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012327, lr_decoder: 0.012327, Accuracy: 98.46, IOU: 0.028799 Loss: 0.037852
Epoch: [9][180/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012289, lr_decoder: 0.012289, Accuracy: 98.52, IOU: 0.031361 Loss: 0.037073
Epoch: [9][200/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012251, lr_decoder: 0.012251, Accuracy: 98.55, IOU: 0.032007 Loss: 0.035666
Epoch: [9][220/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012213, lr_decoder: 0.012213, Accuracy: 98.61, IOU: 0.034197 Loss: 0.033886
Epoch: [9][240/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012175, lr_decoder: 0.012175, Accuracy: 98.65, IOU: 0.033949 Loss: 0.033250
Epoch: [9][260/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012137, lr_decoder: 0.012137, Accuracy: 98.68, IOU: 0.033898 Loss: 0.032551
Epoch: [9][280/500], Time: 1.08, Data: 0.04, lr_encoder: 0.012099, lr_decoder: 0.012099, Accuracy: 98.71, IOU: 0.035322 Loss: 0.031627
Epoch: [9][300/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012061, lr_decoder: 0.012061, Accuracy: 98.76, IOU: 0.038056 Loss: 0.030995
Epoch: [9][320/500], Time: 1.09, Data: 0.04, lr_encoder: 0.012023, lr_decoder: 0.012023, Accuracy: 98.76, IOU: 0.037939 Loss: 0.030702
Epoch: [9][340/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011985, lr_decoder: 0.011985, Accuracy: 98.79, IOU: 0.037987 Loss: 0.030322
Epoch: [9][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011947, lr_decoder: 0.011947, Accuracy: 98.81, IOU: 0.038598 Loss: 0.029963
Epoch: [9][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011909, lr_decoder: 0.011909, Accuracy: 98.80, IOU: 0.037952 Loss: 0.030631
Epoch: [9][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011870, lr_decoder: 0.011870, Accuracy: 98.79, IOU: 0.037165 Loss: 0.030793
Epoch: [9][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011832, lr_decoder: 0.011832, Accuracy: 98.81, IOU: 0.037503 Loss: 0.030345
Epoch: [9][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011794, lr_decoder: 0.011794, Accuracy: 98.82, IOU: 0.037684 Loss: 0.030031
Epoch: [9][460/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011756, lr_decoder: 0.011756, Accuracy: 98.82, IOU: 0.037619 Loss: 0.029841
Epoch: [9][480/500], Time: 1.09, Data: 0.04, lr_encoder: 0.011718, lr_decoder: 0.011718, Accuracy: 98.84, IOU: 0.037056 Loss: 0.029649
Saving checkpoints...
Epoch: [10][0/500], Time: 1.28, Data: 0.00, lr_encoder: 0.011680, lr_decoder: 0.011680, Accuracy: 98.63, IOU: 0.159181 Loss: 0.014174
Epoch: [10][20/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011641, lr_decoder: 0.011641, Accuracy: 99.23, IOU: 0.057011 Loss: 0.017277
Epoch: [10][40/500], Time: 1.14, Data: 0.04, lr_encoder: 0.011603, lr_decoder: 0.011603, Accuracy: 99.25, IOU: 0.052247 Loss: 0.018131
Epoch: [10][60/500], Time: 1.12, Data: 0.04, lr_encoder: 0.011565, lr_decoder: 0.011565, Accuracy: 99.23, IOU: 0.051077 Loss: 0.020225
Epoch: [10][80/500], Time: 1.12, Data: 0.04, lr_encoder: 0.011527, lr_decoder: 0.011527, Accuracy: 99.15, IOU: 0.051770 Loss: 0.022199
Epoch: [10][100/500], Time: 1.12, Data: 0.04, lr_encoder: 0.011488, lr_decoder: 0.011488, Accuracy: 99.13, IOU: 0.048847 Loss: 0.022161
Epoch: [10][120/500], Time: 1.12, Data: 0.04, lr_encoder: 0.011450, lr_decoder: 0.011450, Accuracy: 99.16, IOU: 0.049081 Loss: 0.020864
Epoch: [10][140/500], Time: 1.12, Data: 0.04, lr_encoder: 0.011412, lr_decoder: 0.011412, Accuracy: 99.18, IOU: 0.051442 Loss: 0.020511
Epoch: [10][160/500], Time: 1.11, Data: 0.04, lr_encoder: 0.011373, lr_decoder: 0.011373, Accuracy: 99.17, IOU: 0.051042 Loss: 0.021358
Epoch: [10][180/500], Time: 1.11, Data: 0.04, lr_encoder: 0.011335, lr_decoder: 0.011335, Accuracy: 99.17, IOU: 0.050496 Loss: 0.021214
Epoch: [10][200/500], Time: 1.11, Data: 0.04, lr_encoder: 0.011297, lr_decoder: 0.011297, Accuracy: 99.16, IOU: 0.049849 Loss: 0.021239
Epoch: [10][220/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011258, lr_decoder: 0.011258, Accuracy: 99.16, IOU: 0.048612 Loss: 0.021360
Epoch: [10][240/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011220, lr_decoder: 0.011220, Accuracy: 99.16, IOU: 0.048840 Loss: 0.021210
Epoch: [10][260/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011182, lr_decoder: 0.011182, Accuracy: 99.17, IOU: 0.049419 Loss: 0.020914
Epoch: [10][280/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011143, lr_decoder: 0.011143, Accuracy: 99.18, IOU: 0.048048 Loss: 0.021558
Epoch: [10][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011105, lr_decoder: 0.011105, Accuracy: 99.17, IOU: 0.047526 Loss: 0.021688
Epoch: [10][320/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011066, lr_decoder: 0.011066, Accuracy: 99.16, IOU: 0.046522 Loss: 0.021973
Epoch: [10][340/500], Time: 1.10, Data: 0.04, lr_encoder: 0.011028, lr_decoder: 0.011028, Accuracy: 99.14, IOU: 0.046695 Loss: 0.022730
Epoch: [10][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010989, lr_decoder: 0.010989, Accuracy: 99.12, IOU: 0.045570 Loss: 0.022834
Epoch: [10][380/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010951, lr_decoder: 0.010951, Accuracy: 99.14, IOU: 0.045182 Loss: 0.022802
Epoch: [10][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010912, lr_decoder: 0.010912, Accuracy: 99.14, IOU: 0.045654 Loss: 0.022583
Epoch: [10][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010874, lr_decoder: 0.010874, Accuracy: 99.14, IOU: 0.044861 Loss: 0.022497
Epoch: [10][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010835, lr_decoder: 0.010835, Accuracy: 99.14, IOU: 0.044952 Loss: 0.022764
Epoch: [10][460/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010797, lr_decoder: 0.010797, Accuracy: 99.14, IOU: 0.045314 Loss: 0.022654
Epoch: [10][480/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010758, lr_decoder: 0.010758, Accuracy: 99.13, IOU: 0.045106 Loss: 0.022826
Saving checkpoints...
Epoch: [11][0/500], Time: 1.07, Data: 0.00, lr_encoder: 0.010720, lr_decoder: 0.010720, Accuracy: 99.95, IOU: 0.000000 Loss: 0.001692
Epoch: [11][20/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010681, lr_decoder: 0.010681, Accuracy: 99.08, IOU: 0.045877 Loss: 0.032886
Epoch: [11][40/500], Time: 1.08, Data: 0.04, lr_encoder: 0.010642, lr_decoder: 0.010642, Accuracy: 98.92, IOU: 0.039362 Loss: 0.030861
Epoch: [11][60/500], Time: 1.07, Data: 0.04, lr_encoder: 0.010604, lr_decoder: 0.010604, Accuracy: 98.91, IOU: 0.042511 Loss: 0.028987
Epoch: [11][80/500], Time: 1.06, Data: 0.04, lr_encoder: 0.010565, lr_decoder: 0.010565, Accuracy: 98.96, IOU: 0.042271 Loss: 0.026668
Epoch: [11][100/500], Time: 1.06, Data: 0.04, lr_encoder: 0.010527, lr_decoder: 0.010527, Accuracy: 99.04, IOU: 0.042537 Loss: 0.024908
Epoch: [11][120/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010488, lr_decoder: 0.010488, Accuracy: 99.05, IOU: 0.047232 Loss: 0.025031
Epoch: [11][140/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010449, lr_decoder: 0.010449, Accuracy: 99.07, IOU: 0.046355 Loss: 0.024354
Epoch: [11][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.010410, lr_decoder: 0.010410, Accuracy: 99.05, IOU: 0.049084 Loss: 0.023980
Epoch: [11][180/500], Time: 1.08, Data: 0.04, lr_encoder: 0.010372, lr_decoder: 0.010372, Accuracy: 99.05, IOU: 0.047092 Loss: 0.024137
Epoch: [11][200/500], Time: 1.08, Data: 0.04, lr_encoder: 0.010333, lr_decoder: 0.010333, Accuracy: 99.08, IOU: 0.045776 Loss: 0.023077
Epoch: [11][220/500], Time: 1.07, Data: 0.04, lr_encoder: 0.010294, lr_decoder: 0.010294, Accuracy: 99.09, IOU: 0.045923 Loss: 0.022997
Epoch: [11][240/500], Time: 1.07, Data: 0.04, lr_encoder: 0.010256, lr_decoder: 0.010256, Accuracy: 99.10, IOU: 0.045508 Loss: 0.022757
Epoch: [11][260/500], Time: 1.08, Data: 0.04, lr_encoder: 0.010217, lr_decoder: 0.010217, Accuracy: 99.10, IOU: 0.045287 Loss: 0.022664
Epoch: [11][280/500], Time: 1.08, Data: 0.04, lr_encoder: 0.010178, lr_decoder: 0.010178, Accuracy: 99.10, IOU: 0.045721 Loss: 0.022708
Epoch: [11][300/500], Time: 1.08, Data: 0.04, lr_encoder: 0.010139, lr_decoder: 0.010139, Accuracy: 99.11, IOU: 0.046525 Loss: 0.022201
Epoch: [11][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.010100, lr_decoder: 0.010100, Accuracy: 99.14, IOU: 0.046834 Loss: 0.021742
Epoch: [11][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.010061, lr_decoder: 0.010061, Accuracy: 99.14, IOU: 0.047581 Loss: 0.021667
Epoch: [11][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.010023, lr_decoder: 0.010023, Accuracy: 99.14, IOU: 0.047371 Loss: 0.022200
Epoch: [11][380/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009984, lr_decoder: 0.009984, Accuracy: 99.13, IOU: 0.046762 Loss: 0.022178
Epoch: [11][400/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009945, lr_decoder: 0.009945, Accuracy: 99.15, IOU: 0.046208 Loss: 0.021819
Epoch: [11][420/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009906, lr_decoder: 0.009906, Accuracy: 99.16, IOU: 0.047233 Loss: 0.021519
Epoch: [11][440/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009867, lr_decoder: 0.009867, Accuracy: 99.16, IOU: 0.047213 Loss: 0.021572
Epoch: [11][460/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009828, lr_decoder: 0.009828, Accuracy: 99.16, IOU: 0.047062 Loss: 0.021474
Epoch: [11][480/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009789, lr_decoder: 0.009789, Accuracy: 99.17, IOU: 0.046758 Loss: 0.021400
Saving checkpoints...
Epoch: [12][0/500], Time: 0.93, Data: 0.00, lr_encoder: 0.009750, lr_decoder: 0.009750, Accuracy: 99.49, IOU: 0.019841 Loss: 0.020948
Epoch: [12][20/500], Time: 1.05, Data: 0.04, lr_encoder: 0.009711, lr_decoder: 0.009711, Accuracy: 99.20, IOU: 0.055625 Loss: 0.021281
Epoch: [12][40/500], Time: 1.08, Data: 0.04, lr_encoder: 0.009672, lr_decoder: 0.009672, Accuracy: 99.19, IOU: 0.050234 Loss: 0.028324
Epoch: [12][60/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009633, lr_decoder: 0.009633, Accuracy: 99.02, IOU: 0.050763 Loss: 0.034704
Epoch: [12][80/500], Time: 1.08, Data: 0.04, lr_encoder: 0.009594, lr_decoder: 0.009594, Accuracy: 98.88, IOU: 0.047236 Loss: 0.035077
Epoch: [12][100/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009555, lr_decoder: 0.009555, Accuracy: 98.80, IOU: 0.045051 Loss: 0.035377
Epoch: [12][120/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009516, lr_decoder: 0.009516, Accuracy: 98.84, IOU: 0.043817 Loss: 0.033212
Epoch: [12][140/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009477, lr_decoder: 0.009477, Accuracy: 98.84, IOU: 0.043454 Loss: 0.032441
Epoch: [12][160/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009438, lr_decoder: 0.009438, Accuracy: 98.85, IOU: 0.045284 Loss: 0.032340
Epoch: [12][180/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009398, lr_decoder: 0.009398, Accuracy: 98.84, IOU: 0.043762 Loss: 0.031813
Epoch: [12][200/500], Time: 1.06, Data: 0.04, lr_encoder: 0.009359, lr_decoder: 0.009359, Accuracy: 98.85, IOU: 0.044091 Loss: 0.031017
Epoch: [12][220/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009320, lr_decoder: 0.009320, Accuracy: 98.84, IOU: 0.042629 Loss: 0.031412
Epoch: [12][240/500], Time: 1.06, Data: 0.04, lr_encoder: 0.009281, lr_decoder: 0.009281, Accuracy: 98.85, IOU: 0.043286 Loss: 0.031640
Epoch: [12][260/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009242, lr_decoder: 0.009242, Accuracy: 98.88, IOU: 0.043619 Loss: 0.031337
Epoch: [12][280/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009202, lr_decoder: 0.009202, Accuracy: 98.86, IOU: 0.043177 Loss: 0.031242
Epoch: [12][300/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009163, lr_decoder: 0.009163, Accuracy: 98.88, IOU: 0.043361 Loss: 0.030613
Epoch: [12][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009124, lr_decoder: 0.009124, Accuracy: 98.90, IOU: 0.043116 Loss: 0.030067
Epoch: [12][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009085, lr_decoder: 0.009085, Accuracy: 98.91, IOU: 0.041906 Loss: 0.030181
Epoch: [12][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009045, lr_decoder: 0.009045, Accuracy: 98.89, IOU: 0.041694 Loss: 0.030099
Epoch: [12][380/500], Time: 1.07, Data: 0.04, lr_encoder: 0.009006, lr_decoder: 0.009006, Accuracy: 98.91, IOU: 0.041822 Loss: 0.029603
Epoch: [12][400/500], Time: 1.07, Data: 0.04, lr_encoder: 0.008967, lr_decoder: 0.008967, Accuracy: 98.91, IOU: 0.041419 Loss: 0.029461
Epoch: [12][420/500], Time: 1.07, Data: 0.04, lr_encoder: 0.008927, lr_decoder: 0.008927, Accuracy: 98.92, IOU: 0.041797 Loss: 0.029066
Epoch: [12][440/500], Time: 1.07, Data: 0.04, lr_encoder: 0.008888, lr_decoder: 0.008888, Accuracy: 98.93, IOU: 0.041349 Loss: 0.028528
Epoch: [12][460/500], Time: 1.08, Data: 0.04, lr_encoder: 0.008849, lr_decoder: 0.008849, Accuracy: 98.94, IOU: 0.041261 Loss: 0.028445
Epoch: [12][480/500], Time: 1.08, Data: 0.04, lr_encoder: 0.008809, lr_decoder: 0.008809, Accuracy: 98.94, IOU: 0.040971 Loss: 0.028332
Saving checkpoints...
Epoch: [13][0/500], Time: 1.32, Data: 0.00, lr_encoder: 0.008770, lr_decoder: 0.008770, Accuracy: 99.01, IOU: 0.024510 Loss: 0.019919
Epoch: [13][20/500], Time: 1.12, Data: 0.04, lr_encoder: 0.008730, lr_decoder: 0.008730, Accuracy: 98.97, IOU: 0.042694 Loss: 0.022145
Epoch: [13][40/500], Time: 1.11, Data: 0.04, lr_encoder: 0.008691, lr_decoder: 0.008691, Accuracy: 98.99, IOU: 0.040143 Loss: 0.020262
Epoch: [13][60/500], Time: 1.11, Data: 0.04, lr_encoder: 0.008651, lr_decoder: 0.008651, Accuracy: 99.15, IOU: 0.051209 Loss: 0.020092
Epoch: [13][80/500], Time: 1.07, Data: 0.04, lr_encoder: 0.008612, lr_decoder: 0.008612, Accuracy: 99.11, IOU: 0.046748 Loss: 0.020731
Epoch: [13][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.008572, lr_decoder: 0.008572, Accuracy: 99.14, IOU: 0.045207 Loss: 0.020121
Epoch: [13][120/500], Time: 1.07, Data: 0.04, lr_encoder: 0.008533, lr_decoder: 0.008533, Accuracy: 99.17, IOU: 0.047773 Loss: 0.019892
Epoch: [13][140/500], Time: 1.08, Data: 0.04, lr_encoder: 0.008493, lr_decoder: 0.008493, Accuracy: 99.15, IOU: 0.046175 Loss: 0.019930
